Opp ID,Opp Name,Account Name,Region,Industry,Status,Priority,Win Probability,Order Value,Closing Date,Opportunity Type,Sales Lead Name,Product Name,Opportunity Phase
OPP_185,Opportunity 185,Litware Inc,APAC,Finance,Pending,Medium,31,2285,2023-12-5,Upsell,John Doe,Marketing Cloud,Closed Lost
OPP_186,Opportunity 186,LexCorp,EMEA,Technology,Closed Lost,Low,76,4975,2023-12-28,Upsell,Jane Smith,Service Cloud,Closed Won
OPP_187,Opportunity 187,Acme Corp,South America,Technology,Pending,High,37,84350,2023-7-9,Cross-sell,Michael Jones,Service Cloud,Closed Lost
OPP_188,Opportunity 188,Litware Inc,North America,Technology,Closed Won,Medium,20,3598,2023-8-26,Cross-sell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_189,Opportunity 189,Litware Inc,EMEA,Finance,Closed Lost,Medium,39,19868,2023-6-23,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_190,Opportunity 190,LexCorp,North America,Retail,Closed Won,Medium,57,73988,2023-1-22,Cross-sell,Michael Jones,Marketing Cloud,Closed Lost
OPP_191,Opportunity 191,Acme Corp,South America,Technology,New,Medium,32,69729,2023-8-5,New Business,Jane Smith,Service Cloud,Proposal/Quote
OPP_192,Opportunity 192,Litware Inc,EMEA,Technology,Closed Won,Medium,54,99600,2024-9-17,Upsell,John Doe,Service Cloud,Negotiation
OPP_193,Opportunity 193,Acme Corp,South America,Retail,Closed Lost,Low,25,54426,2024-9-23,Upsell,John Doe,Salesforce,Negotiation
OPP_194,Opportunity 194,Litware Inc,South America,Finance,Closed Lost,Medium,69,98572,2024-12-9,Upsell,John Doe,Service Cloud,Negotiation
OPP_195,Opportunity 195,Acme Corp,North America,Technology,Pending,Medium,32,54576,2023-6-9,New Business,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_196,Opportunity 196,Wayne Enterprises,South America,Retail,Closed Lost,Medium,83,75459,2024-11-21,Upsell,Michael Jones,Salesforce,Qualification
OPP_197,Opportunity 197,LexCorp,EMEA,Healthcare,Pending,Medium,59,31549,2024-7-10,New Business,Michael Jones,Service Cloud,Closed Won
OPP_198,Opportunity 198,Acme Corp,EMEA,Technology,New,Low,83,39573,2024-6-5,New Business,Jane Smith,Service Cloud,Proposal/Quote
OPP_199,Opportunity 199,Wayne Enterprises,North America,Finance,New,Low,44,74423,2024-6-25,New Business,Michael Jones,Salesforce,Negotiation
OPP_200,Opportunity 200,LexCorp,South America,Retail,Closed Lost,Low,46,3639,2024-10-26,Upsell,Jane Smith,Salesforce,Proposal/Quote
OPP_201,Opportunity 201,Wayne Enterprises,EMEA,Retail,Closed Lost,High,39,15803,2024-6-9,Upsell,Michael Jones,Service Cloud,Closed Lost
OPP_202,Opportunity 202,Litware Inc,South America,Healthcare,Closed Won,Low,28,33585,2024-11-22,Upsell,John Doe,Salesforce,Qualification
OPP_203,Opportunity 203,Litware Inc,South America,Finance,Closed Lost,Low,90,57845,2024-8-22,New Business,John Doe,Service Cloud,Proposal/Quote
OPP_204,Opportunity 204,LexCorp,North America,Retail,New,High,88,7876,2023-3-13,Cross-sell,John Doe,Service Cloud,Proposal/Quote
OPP_205,Opportunity 205,Wayne Enterprises,APAC,Finance,Closed Lost,Medium,64,44268,2024-1-28,Upsell,Michael Jones,Salesforce,Closed Lost
OPP_206,Opportunity 206,LexCorp,North America,Retail,Closed Lost,Medium,80,70424,2023-2-26,Cross-sell,John Doe,Salesforce,Closed Lost
OPP_207,Opportunity 207,LexCorp,North America,Technology,Closed Won,Medium,31,88925,2024-7-10,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_208,Opportunity 208,LexCorp,EMEA,Retail,Closed Won,Low,82,56606,2024-7-23,Cross-sell,John Doe,Marketing Cloud,Closed Won
OPP_209,Opportunity 209,Litware Inc,South America,Finance,Pending,High,46,29660,2024-11-9,Cross-sell,John Doe,Marketing Cloud,Qualification
OPP_210,Opportunity 210,LexCorp,South America,Healthcare,Closed Lost,High,44,44591,2023-1-10,Upsell,Jane Smith,Salesforce,Closed Won
OPP_211,Opportunity 211,LexCorp,South America,Finance,Closed Lost,Medium,37,23143,2024-8-10,Upsell,John Doe,Salesforce,Proposal/Quote
OPP_212,Opportunity 212,LexCorp,APAC,Finance,Closed Lost,Medium,30,16951,2024-6-4,Upsell,Michael Jones,Salesforce,Proposal/Quote
OPP_213,Opportunity 213,Acme Corp,South America,Finance,Closed Won,Low,41,62978,2024-1-5,Cross-sell,John Doe,Salesforce,Closed Lost
OPP_214,Opportunity 214,Wayne Enterprises,APAC,Healthcare,New,High,36,54812,2023-1-20,Upsell,Michael Jones,Marketing Cloud,Negotiation
OPP_215,Opportunity 215,Wayne Enterprises,North America,Finance,Closed Lost,High,77,14097,2023-7-25,New Business,John Doe,Service Cloud,Closed Won
OPP_216,Opportunity 216,Acme Corp,EMEA,Retail,Closed Lost,Low,46,55509,2024-1-14,Cross-sell,John Doe,Salesforce,Closed Lost
OPP_217,Opportunity 217,Litware Inc,North America,Retail,New,Low,65,44056,2023-3-9,Cross-sell,John Doe,Salesforce,Closed Lost
OPP_218,Opportunity 218,Acme Corp,APAC,Retail,Pending,Low,45,82557,2023-8-1,New Business,Jane Smith,Salesforce,Closed Won
OPP_219,Opportunity 219,Acme Corp,EMEA,Retail,Closed Won,Low,66,71241,2023-3-22,Cross-sell,John Doe,Marketing Cloud,Proposal/Quote
OPP_220,Opportunity 220,Wayne Enterprises,EMEA,Retail,Closed Won,High,40,16886,2024-12-12,Upsell,John Doe,Service Cloud,Negotiation
OPP_221,Opportunity 221,LexCorp,EMEA,Healthcare,Closed Won,Low,59,29153,2024-3-20,Cross-sell,John Doe,Marketing Cloud,Closed Won
OPP_222,Opportunity 222,Litware Inc,South America,Technology,Pending,High,53,13858,2024-2-5,New Business,John Doe,Marketing Cloud,Qualification
OPP_223,Opportunity 223,Litware Inc,South America,Retail,Closed Won,Medium,53,25861,2024-12-18,Cross-sell,John Doe,Marketing Cloud,Negotiation
OPP_224,Opportunity 224,Acme Corp,APAC,Retail,Pending,High,64,75298,2024-12-6,New Business,Jane Smith,Service Cloud,Qualification
OPP_225,Opportunity 225,LexCorp,North America,Retail,Closed Lost,Low,75,25479,2023-5-24,New Business,John Doe,Service Cloud,Proposal/Quote
OPP_226,Opportunity 226,LexCorp,EMEA,Finance,Closed Lost,Low,46,74185,2024-7-4,Cross-sell,Jane Smith,Service Cloud,Closed Lost
OPP_227,Opportunity 227,LexCorp,South America,Healthcare,Closed Lost,Medium,62,44861,2023-11-11,Upsell,Jane Smith,Marketing Cloud,Closed Lost
OPP_228,Opportunity 228,Acme Corp,South America,Technology,Closed Lost,Medium,81,5793,2023-9-8,New Business,Michael Jones,Service Cloud,Proposal/Quote
OPP_229,Opportunity 229,Wayne Enterprises,North America,Healthcare,New,Low,30,24882,2023-9-6,Upsell,Jane Smith,Marketing Cloud,Closed Won
OPP_230,Opportunity 230,Acme Corp,APAC,Technology,Closed Lost,Medium,63,61116,2024-9-4,New Business,John Doe,Marketing Cloud,Proposal/Quote
OPP_231,Opportunity 231,Litware Inc,EMEA,Healthcare,Closed Lost,High,72,13093,2024-4-1,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_232,Opportunity 232,Wayne Enterprises,South America,Retail,Closed Lost,High,69,42186,2023-10-7,Upsell,Jane Smith,Marketing Cloud,Closed Won
OPP_233,Opportunity 233,Acme Corp,South America,Healthcare,New,Low,34,51357,2024-3-4,Upsell,Jane Smith,Salesforce,Negotiation
OPP_234,Opportunity 234,Acme Corp,EMEA,Healthcare,Pending,Medium,22,71585,2023-8-5,Cross-sell,John Doe,Service Cloud,Negotiation
OPP_235,Opportunity 235,Wayne Enterprises,EMEA,Retail,New,Low,66,79974,2023-6-3,New Business,Jane Smith,Marketing Cloud,Qualification
OPP_236,Opportunity 236,Litware Inc,EMEA,Retail,Closed Lost,Medium,61,84892,2024-7-27,Cross-sell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_237,Opportunity 237,LexCorp,North America,Healthcare,Pending,Medium,60,5672,2024-6-19,New Business,Jane Smith,Salesforce,Proposal/Quote
OPP_238,Opportunity 238,Wayne Enterprises,APAC,Healthcare,Pending,Medium,37,49146,2024-2-28,New Business,John Doe,Service Cloud,Closed Won
OPP_239,Opportunity 239,Acme Corp,APAC,Retail,Closed Won,Low,51,36215,2023-2-27,New Business,Jane Smith,Service Cloud,Closed Won
OPP_240,Opportunity 240,Wayne Enterprises,South America,Retail,Closed Won,High,38,44010,2024-5-15,Cross-sell,Michael Jones,Service Cloud,Negotiation
OPP_241,Opportunity 241,Litware Inc,APAC,Technology,New,Low,48,95553,2023-1-4,Upsell,Michael Jones,Salesforce,Qualification
OPP_242,Opportunity 242,LexCorp,North America,Retail,Pending,Low,83,37935,2024-11-9,Cross-sell,John Doe,Salesforce,Negotiation
OPP_243,Opportunity 243,Wayne Enterprises,EMEA,Finance,Closed Won,High,61,85291,2023-10-3,Cross-sell,Jane Smith,Salesforce,Negotiation
OPP_244,Opportunity 244,Acme Corp,APAC,Finance,Pending,Low,80,10203,2024-6-3,Cross-sell,Jane Smith,Salesforce,Negotiation
OPP_245,Opportunity 245,LexCorp,South America,Retail,Pending,Low,28,24252,2023-2-13,Cross-sell,Jane Smith,Marketing Cloud,Closed Won
OPP_246,Opportunity 246,Acme Corp,APAC,Healthcare,Closed Won,Medium,57,7144,2023-10-11,Upsell,Jane Smith,Service Cloud,Proposal/Quote
OPP_247,Opportunity 247,LexCorp,North America,Healthcare,Closed Won,High,34,72605,2024-12-7,Upsell,Michael Jones,Salesforce,Closed Won
OPP_248,Opportunity 248,Litware Inc,South America,Healthcare,Pending,High,74,90037,2024-2-20,Upsell,Jane Smith,Service Cloud,Closed Won
OPP_249,Opportunity 249,Wayne Enterprises,APAC,Healthcare,New,Low,81,50089,2024-5-16,Upsell,Michael Jones,Salesforce,Qualification
OPP_250,Opportunity 250,Litware Inc,South America,Retail,Closed Won,Medium,50,19948,2023-2-25,New Business,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_251,Opportunity 251,Litware Inc,EMEA,Retail,Pending,Low,81,68078,2024-11-3,Cross-sell,Jane Smith,Salesforce,Closed Lost
OPP_252,Opportunity 252,LexCorp,EMEA,Healthcare,Pending,High,71,18081,2024-10-2,Cross-sell,Jane Smith,Service Cloud,Closed Won
OPP_253,Opportunity 253,Litware Inc,South America,Retail,Closed Lost,Low,52,85782,2023-2-27,New Business,Jane Smith,Salesforce,Negotiation
OPP_254,Opportunity 254,Litware Inc,North America,Technology,Pending,Low,22,1884,2023-6-26,New Business,John Doe,Salesforce,Qualification
OPP_255,Opportunity 255,Litware Inc,North America,Technology,Closed Lost,Low,64,90418,2023-3-22,New Business,Jane Smith,Salesforce,Closed Won
OPP_256,Opportunity 256,Wayne Enterprises,EMEA,Finance,Closed Won,Low,77,56316,2024-7-27,Upsell,Michael Jones,Salesforce,Proposal/Quote
OPP_257,Opportunity 257,LexCorp,EMEA,Technology,Pending,Low,48,67601,2024-8-3,New Business,Jane Smith,Salesforce,Closed Won
OPP_258,Opportunity 258,Litware Inc,EMEA,Healthcare,New,Medium,87,58331,2023-4-6,Upsell,Michael Jones,Marketing Cloud,Closed Won
OPP_259,Opportunity 259,Acme Corp,EMEA,Finance,Closed Won,Medium,72,63885,2023-1-27,Cross-sell,John Doe,Service Cloud,Closed Won
OPP_260,Opportunity 260,LexCorp,APAC,Finance,Closed Won,Medium,79,82314,2023-11-28,Cross-sell,Jane Smith,Marketing Cloud,Negotiation
OPP_261,Opportunity 261,Acme Corp,North America,Finance,Pending,High,30,70289,2023-5-16,Upsell,Jane Smith,Marketing Cloud,Negotiation
OPP_262,Opportunity 262,LexCorp,South America,Retail,Closed Won,High,51,94491,2023-7-15,Cross-sell,Michael Jones,Service Cloud,Closed Won
OPP_263,Opportunity 263,LexCorp,South America,Healthcare,Closed Won,High,52,87860,2024-5-20,New Business,John Doe,Marketing Cloud,Qualification
OPP_264,Opportunity 264,Wayne Enterprises,South America,Technology,Closed Won,Low,56,90982,2024-10-25,New Business,Michael Jones,Service Cloud,Closed Won
OPP_265,Opportunity 265,Litware Inc,APAC,Healthcare,Pending,High,46,75468,2024-3-6,Upsell,Michael Jones,Salesforce,Negotiation
OPP_266,Opportunity 266,Litware Inc,EMEA,Healthcare,Closed Lost,Low,43,90240,2023-3-12,New Business,Michael Jones,Salesforce,Proposal/Quote
OPP_267,Opportunity 267,Wayne Enterprises,North America,Retail,Pending,High,57,39838,2023-10-14,Upsell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_268,Opportunity 268,Acme Corp,North America,Technology,Closed Lost,Medium,61,89781,2024-1-3,New Business,Michael Jones,Salesforce,Closed Lost
OPP_269,Opportunity 269,Wayne Enterprises,North America,Retail,New,High,56,55504,2023-9-6,Cross-sell,Michael Jones,Salesforce,Qualification
OPP_270,Opportunity 270,Acme Corp,South America,Healthcare,Pending,Low,90,10130,2024-8-26,New Business,John Doe,Service Cloud,Qualification
OPP_271,Opportunity 271,Wayne Enterprises,APAC,Technology,Pending,High,37,40824,2024-10-12,Cross-sell,Michael Jones,Marketing Cloud,Closed Won
OPP_272,Opportunity 272,LexCorp,North America,Finance,New,High,64,88284,2024-9-11,New Business,John Doe,Service Cloud,Proposal/Quote
OPP_273,Opportunity 273,Acme Corp,APAC,Healthcare,Closed Lost,High,89,44937,2023-7-28,New Business,Michael Jones,Service Cloud,Proposal/Quote
OPP_274,Opportunity 274,LexCorp,APAC,Healthcare,Closed Lost,High,66,3658,2023-8-24,Upsell,Jane Smith,Marketing Cloud,Closed Won
OPP_275,Opportunity 275,Acme Corp,APAC,Finance,Closed Lost,High,77,9297,2024-7-18,New Business,Jane Smith,Marketing Cloud,Qualification
OPP_276,Opportunity 276,LexCorp,EMEA,Finance,New,Medium,63,75401,2024-7-11,New Business,Jane Smith,Salesforce,Closed Lost
OPP_277,Opportunity 277,Wayne Enterprises,APAC,Finance,Closed Won,Medium,62,32209,2024-10-16,Upsell,Jane Smith,Salesforce,Negotiation
OPP_278,Opportunity 278,Litware Inc,North America,Healthcare,Pending,High,62,3759,2024-2-6,Upsell,Michael Jones,Salesforce,Negotiation
OPP_279,Opportunity 279,LexCorp,South America,Finance,Closed Won,High,81,82594,2024-1-3,Upsell,John Doe,Salesforce,Closed Lost
OPP_280,Opportunity 280,Litware Inc,EMEA,Finance,Closed Lost,Low,76,51802,2024-5-2,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_281,Opportunity 281,Acme Corp,North America,Technology,Closed Lost,High,58,83455,2023-2-11,Cross-sell,Michael Jones,Marketing Cloud,Closed Won
OPP_282,Opportunity 282,Wayne Enterprises,APAC,Healthcare,Pending,Low,42,34442,2023-7-2,Cross-sell,Michael Jones,Salesforce,Closed Lost
OPP_283,Opportunity 283,Litware Inc,APAC,Retail,Closed Won,Medium,73,29292,2024-3-21,Upsell,John Doe,Salesforce,Closed Lost
OPP_284,Opportunity 284,Acme Corp,South America,Healthcare,New,High,83,84657,2024-1-17,Cross-sell,Jane Smith,Marketing Cloud,Closed Won
OPP_285,Opportunity 285,Acme Corp,EMEA,Finance,Closed Won,High,23,88673,2024-11-5,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_286,Opportunity 286,Litware Inc,North America,Finance,New,High,27,30808,2023-4-3,Cross-sell,John Doe,Marketing Cloud,Proposal/Quote
OPP_287,Opportunity 287,LexCorp,South America,Healthcare,New,Medium,59,76692,2023-9-13,Upsell,Michael Jones,Salesforce,Negotiation
OPP_288,Opportunity 288,Litware Inc,APAC,Technology,Closed Won,High,69,38777,2023-4-13,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_289,Opportunity 289,Acme Corp,EMEA,Retail,Pending,Medium,59,6155,2024-4-13,Upsell,Jane Smith,Service Cloud,Proposal/Quote
OPP_290,Opportunity 290,Litware Inc,EMEA,Technology,Closed Lost,High,56,70472,2023-5-25,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_291,Opportunity 291,LexCorp,South America,Technology,Closed Won,High,32,69795,2024-10-15,Upsell,Michael Jones,Service Cloud,Closed Won
OPP_292,Opportunity 292,Litware Inc,North America,Retail,New,Medium,56,70766,2024-2-11,Upsell,Michael Jones,Service Cloud,Proposal/Quote
OPP_293,Opportunity 293,LexCorp,North America,Healthcare,Pending,Low,27,77707,2023-9-9,New Business,Michael Jones,Service Cloud,Closed Lost
OPP_294,Opportunity 294,LexCorp,North America,Technology,New,Low,46,89817,2024-9-4,Cross-sell,Jane Smith,Salesforce,Negotiation
OPP_295,Opportunity 295,LexCorp,EMEA,Healthcare,Closed Lost,Medium,68,29404,2023-11-6,Cross-sell,John Doe,Salesforce,Closed Won
OPP_296,Opportunity 296,Acme Corp,EMEA,Technology,New,Low,21,43220,2023-6-6,Cross-sell,Michael Jones,Marketing Cloud,Closed Won
OPP_297,Opportunity 297,Wayne Enterprises,South America,Technology,Pending,High,67,28735,2024-8-3,Upsell,John Doe,Marketing Cloud,Closed Won
OPP_298,Opportunity 298,Litware Inc,North America,Retail,Pending,Low,72,88565,2024-3-20,Cross-sell,Jane Smith,Salesforce,Qualification
OPP_299,Opportunity 299,Litware Inc,South America,Healthcare,Closed Won,High,81,62088,2024-5-26,Cross-sell,Jane Smith,Salesforce,Closed Lost
OPP_300,Opportunity 300,Litware Inc,South America,Healthcare,New,Medium,24,64598,2023-6-16,Cross-sell,Jane Smith,Salesforce,Closed Won
OPP_301,Opportunity 301,Litware Inc,APAC,Retail,Pending,Low,80,81789,2024-9-10,New Business,John Doe,Marketing Cloud,Closed Lost
OPP_302,Opportunity 302,Wayne Enterprises,EMEA,Technology,Pending,High,67,26400,2023-6-16,New Business,John Doe,Service Cloud,Closed Won
OPP_303,Opportunity 303,Acme Corp,North America,Finance,New,Low,81,1745,2023-11-11,Upsell,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_304,Opportunity 304,Acme Corp,APAC,Healthcare,Closed Lost,Low,72,50358,2024-4-12,Cross-sell,Jane Smith,Service Cloud,Closed Won
OPP_305,Opportunity 305,Litware Inc,South America,Technology,Pending,High,21,47520,2024-9-11,Cross-sell,Jane Smith,Salesforce,Negotiation
OPP_306,Opportunity 306,LexCorp,EMEA,Retail,Closed Won,Medium,43,75128,2024-1-26,Cross-sell,Michael Jones,Salesforce,Qualification
OPP_307,Opportunity 307,Wayne Enterprises,South America,Technology,Closed Lost,Low,87,53702,2023-11-13,New Business,Michael Jones,Salesforce,Closed Won
OPP_308,Opportunity 308,LexCorp,South America,Retail,Closed Won,Low,85,53787,2024-7-23,Upsell,John Doe,Salesforce,Closed Won
OPP_309,Opportunity 309,Litware Inc,North America,Finance,New,Medium,34,3051,2024-10-23,Cross-sell,Jane Smith,Marketing Cloud,Qualification
OPP_310,Opportunity 310,Litware Inc,APAC,Healthcare,Closed Lost,High,31,29382,2023-1-1,New Business,Michael Jones,Service Cloud,Closed Won
OPP_311,Opportunity 311,Acme Corp,EMEA,Retail,Closed Lost,Medium,46,13228,2024-11-21,Upsell,John Doe,Salesforce,Proposal/Quote
OPP_312,Opportunity 312,Litware Inc,North America,Technology,Closed Won,Medium,79,41968,2024-8-7,New Business,Jane Smith,Marketing Cloud,Qualification
OPP_313,Opportunity 313,Acme Corp,APAC,Retail,New,High,32,18426,2024-7-10,New Business,Jane Smith,Marketing Cloud,Proposal/Quote
OPP_314,Opportunity 314,Wayne Enterprises,North America,Retail,Closed Lost,Medium,49,15590,2023-8-9,Cross-sell,Michael Jones,Service Cloud,Qualification
OPP_315,Opportunity 315,Litware Inc,EMEA,Retail,Pending,Low,39,84748,2024-9-7,Upsell,Michael Jones,Service Cloud,Closed Won
OPP_316,Opportunity 316,Litware Inc,North America,Technology,Closed Lost,Medium,89,90797,2024-7-4,Cross-sell,John Doe,Service Cloud,Closed Won
OPP_317,Opportunity 317,Litware Inc,EMEA,Technology,New,Medium,33,6615,2023-4-18,Upsell,John Doe,Salesforce,Negotiation
OPP_318,Opportunity 318,LexCorp,EMEA,Finance,Closed Lost,Low,30,93032,2023-1-25,New Business,Jane Smith,Salesforce,Closed Lost
OPP_319,Opportunity 319,LexCorp,APAC,Retail,Closed Lost,Low,47,7726,2023-6-10,New Business,John Doe,Marketing Cloud,Proposal/Quote
OPP_320,Opportunity 320,Wayne Enterprises,APAC,Finance,New,Low,27,65468,2023-7-3,Upsell,Michael Jones,Marketing Cloud,Closed Lost
OPP_321,Opportunity 321,Litware Inc,South America,Technology,Pending,Low,29,27103,2024-1-19,New Business,Michael Jones,Service Cloud,Negotiation
OPP_322,Opportunity 322,Litware Inc,APAC,Retail,Pending,Low,87,59061,2023-11-16,New Business,John Doe,Salesforce,Closed Won
OPP_323,Opportunity 323,Wayne Enterprises,South America,Finance,New,High,67,66023,2023-4-7,Upsell,Michael Jones,Salesforce,Closed Won
OPP_324,Opportunity 324,Litware Inc,South America,Healthcare,Closed Won,High,53,2985,2024-1-12,Cross-sell,Jane Smith,Service Cloud,Proposal/Quote
OPP_325,Opportunity 325,Litware Inc,EMEA,Retail,New,Medium,79,68904,2024-12-19,Upsell,Jane Smith,Service Cloud,Closed Lost
OPP_326,Opportunity 326,Wayne Enterprises,North America,Finance,New,Low,43,85556,2024-1-24,New Business,Michael Jones,Service Cloud,Closed Lost
OPP_327,Opportunity 327,Acme Corp,North America,Finance,Closed Lost,Medium,46,96611,2023-10-8,Upsell,Michael Jones,Service Cloud,Qualification
OPP_328,Opportunity 328,Litware Inc,South America,Retail,Closed Lost,High,40,14167,2023-6-5,New Business,Jane Smith,Service Cloud,Negotiation
OPP_329,Opportunity 329,Acme Corp,EMEA,Finance,Closed Lost,Medium,20,45125,2024-6-27,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_330,Opportunity 330,Litware Inc,South America,Technology,Pending,Low,34,88680,2023-10-14,Cross-sell,Michael Jones,Salesforce,Negotiation
OPP_331,Opportunity 331,LexCorp,South America,Finance,Pending,Medium,90,21086,2024-10-20,Upsell,Michael Jones,Service Cloud,Negotiation
OPP_332,Opportunity 332,Litware Inc,South America,Retail,New,Low,20,97768,2024-2-19,Cross-sell,Jane Smith,Salesforce,Closed Lost
OPP_333,Opportunity 333,Acme Corp,APAC,Technology,New,Medium,65,73459,2024-5-16,Upsell,Michael Jones,Service Cloud,Closed Won
OPP_334,Opportunity 334,LexCorp,South America,Healthcare,Closed Lost,Low,40,41815,2024-4-26,Upsell,Michael Jones,Marketing Cloud,Qualification
OPP_335,Opportunity 335,LexCorp,South America,Retail,Closed Won,Low,35,27175,2023-5-12,Upsell,Michael Jones,Salesforce,Qualification
OPP_336,Opportunity 336,LexCorp,APAC,Retail,New,High,23,98209,2023-4-15,New Business,Michael Jones,Salesforce,Negotiation
OPP_337,Opportunity 337,Litware Inc,APAC,Retail,Closed Won,High,50,34369,2024-8-14,Cross-sell,Jane Smith,Salesforce,Proposal/Quote
OPP_338,Opportunity 338,Wayne Enterprises,APAC,Retail,Pending,High,37,75391,2024-7-5,New Business,Jane Smith,Marketing Cloud,Negotiation
OPP_339,Opportunity 339,LexCorp,South America,Technology,New,Medium,34,93728,2024-10-19,Upsell,Michael Jones,Salesforce,Proposal/Quote
OPP_340,Opportunity 340,LexCorp,North America,Healthcare,New,Low,45,31960,2023-11-5,Upsell,Jane Smith,Salesforce,Closed Won
OPP_341,Opportunity 341,Acme Corp,APAC,Retail,Closed Lost,Medium,35,69867,2023-3-26,New Business,John Doe,Salesforce,Proposal/Quote
OPP_342,Opportunity 342,Acme Corp,South America,Healthcare,Closed Won,Low,72,71901,2023-1-19,Upsell,John Doe,Service Cloud,Proposal/Quote
OPP_343,Opportunity 343,Litware Inc,EMEA,Finance,Closed Won,High,89,99634,2024-2-13,Upsell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_344,Opportunity 344,Acme Corp,North America,Technology,New,High,84,14803,2023-6-12,New Business,Michael Jones,Marketing Cloud,Negotiation
OPP_345,Opportunity 345,Litware Inc,APAC,Technology,Closed Lost,High,29,3220,2023-3-10,Upsell,Jane Smith,Service Cloud,Qualification
OPP_346,Opportunity 346,Wayne Enterprises,North America,Technology,New,High,44,71733,2024-9-18,New Business,John Doe,Service Cloud,Closed Won
OPP_347,Opportunity 347,Acme Corp,EMEA,Finance,Closed Lost,Low,64,11276,2023-3-2,Upsell,Jane Smith,Marketing Cloud,Qualification
OPP_348,Opportunity 348,Litware Inc,EMEA,Healthcare,Closed Lost,Low,75,68232,2023-12-27,Upsell,Michael Jones,Marketing Cloud,Proposal/Quote
OPP_349,Opportunity 349,Litware Inc,APAC,Healthcare,Closed Lost,Medium,35,52113,2024-7-12,Cross-sell,John Doe,Service Cloud,Qualification
OPP_350,Opportunity 350,Acme Corp,EMEA,Retail,Pending,Low,61,29550,2023-5-20,Cross-sell,Michael Jones,Salesforce,Proposal/Quote
OPP_351,Opportunity 351,Wayne Enterprises,APAC,Healthcare,Closed Won,Low,42,49742,2024-10-6,Cross-sell,Jane Smith,Service Cloud,Qualification
OPP_352,Opportunity 352,Acme Corp,APAC,Retail,Closed Lost,Medium,52,41025,2023-1-25,Cross-sell,Michael Jones,Service Cloud,Qualification
OPP_353,Opportunity 353,LexCorp,North America,Technology,New,Medium,77,46876,2023-6-12,New Business,Jane Smith,Service Cloud,Negotiation
OPP_354,Opportunity 354,Wayne Enterprises,North America,Technology,Closed Lost,Low,64,88256,2023-2-1,New Business,John Doe,Service Cloud,Proposal/Quote
OPP_355,Opportunity 355,Litware Inc,South America,Technology,Closed Lost,Low,56,99721,2023-5-6,New Business,Michael Jones,Service Cloud,Closed Lost
OPP_356,Opportunity 356,LexCorp,North America,Finance,Closed Won,Low,25,66586,2023-11-9,Upsell,Jane Smith,Service Cloud,Closed Won
OPP_357,Opportunity 357,LexCorp,North America,Technology,New,High,59,75919,2023-1-6,New Business,Michael Jones,Marketing Cloud,Qualification
OPP_358,Opportunity 358,Acme Corp,North America,Finance,New,High,58,39256,2023-9-27,Cross-sell,Jane Smith,Marketing Cloud,Closed Won
OPP_359,Opportunity 359,LexCorp,APAC,Finance,Closed Lost,Medium,63,33182,2023-11-9,Cross-sell,Michael Jones,Marketing Cloud,Closed Lost
OPP_360,Opportunity 360,LexCorp,South America,Finance,Pending,Low,52,97153,2024-5-4,Cross-sell,Michael Jones,Salesforce,Qualification
OPP_361,Opportunity 361,Wayne Enterprises,EMEA,Healthcare,Closed Lost,Medium,45,89173,2023-10-2,Cross-sell,Jane Smith,Service Cloud,Negotiation
OPP_362,Opportunity 362,Litware Inc,North America,Finance,Pending,High,26,29449,2024-7-3,New Business,Jane Smith,Salesforce,Closed Won
OPP_363,Opportunity 363,LexCorp,EMEA,Retail,Closed Lost,Low,25,65770,2023-9-25,Upsell,Michael Jones,Salesforce,Negotiation
OPP_364,Opportunity 364,Acme Corp,North America,Retail,Pending,Medium,79,91988,2023-1-1,Cross-sell,Michael Jones,Marketing Cloud,Negotiation
OPP_365,Opportunity 365,Wayne Enterprises,North America,Retail,Pending,Low,50,29511,2023-4-7,New Business,Jane Smith,Service Cloud,Qualification
OPP_366,Opportunity 366,Wayne Enterprises,EMEA,Retail,New,Medium,89,58438,2024-3-13,New Business,Jane Smith,Salesforce,Qualification
OPP_367,Opportunity 367,Litware Inc,EMEA,Technology,Closed Lost,High,24,17266,2023-4-1,Upsell,Jane Smith,Marketing Cloud,Qualification
OPP_368,Opportunity 368,Wayne Enterprises,South America,Finance,Closed Lost,Low,73,1010,2024-2-12,Upsell,John Doe,Salesforce,Qualification
OPP_369,Opportunity 369,Wayne Enterprises,South America,Finance,Pending,Low,56,71585,2024-8-7,Upsell,John Doe,Marketing Cloud,Negotiation
